utt_id,file_id,wav,start,end,speaker,lang,condition,text,speaker_raw,speaker_id,has_discourse_marker,discourse_marker_type,n_discourse_markers,has_repetition,n_repetitions,has_discourse_marker_near_switch,switch_direction,first_switch_direction,n_switches,switch_type,switch_direction_class,interaction_id_raw,speaker_raw_ann,dialog_act,turn_length_words,interaction_id,audience_l2_ratio,audience_proficiency_proxy,gender,age,age_bucket,nationality,dialogue_act
train_1297_0,train_1297_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1297_0.wav,0.0,-1.0,SAHIL,EN,monolingual_EN,Sindolin?,SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_1297,SAHIL,-1,1,train_1297,1.0,high_l2,male,,unknown,unknown,-1
train_974_5,train_974_5,data/masac_wav16k_clips/train 2/train_3/audios/train_974_5.wav,0.0,-1.0,MONISHA,HI,monolingual_HI,"Madhu fufa mere liye, aur kis ke liye?",MONISHA,MONISHA,True,fillers,3,False,0,False,,,0,,,train_974,MONISHA,-1,8,train_974,0.6666666666666666,high_l2,female,,unknown,unknown,-1
train_1316_0,train_1316_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1316_0.wav,0.0,-1.0,MONISHA,HI,monolingual_HI,"ek min, ek min. Hato...",MONISHA,MONISHA,False,,0,True,2,False,,,0,,,train_1316,MONISHA,-1,5,train_1316,0.5,mid_l2,female,,unknown,unknown,-1
train_1297_1,train_1297_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1297_1.wav,0.0,-1.0,MONISHA,CS,code_switched,Haan! Kaanch ke gole mein bhavishya dikhaate hai Sindolin Baba!,MONISHA,MONISHA,True,connectors,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1297,MONISHA,-1,10,train_1297,1.0,high_l2,female,,unknown,unknown,-1
train_1089_3,train_1089_3,data/masac_wav16k_clips/train 2/train_3/audios/train_1089_3.wav,0.0,-1.0,MAYA,CS,code_switched,Tum logonko gift pe toolkit dete ho?,MAYA,MAYA,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1089,MAYA,I,7,train_1089,0.75,high_l2,female,,unknown,unknown,i
train_1277_4,train_1277_4,data/masac_wav16k_clips/train 2/train_3/audios/train_1277_4.wav,0.0,-1.0,KOKI,EN,monolingual_EN,"Haha, naughty!",KOKI,KOKI,True,fillers,1,False,0,False,,,0,,,train_1277,KOKI,-1,2,train_1277,1.0,high_l2,female,,unknown,unknown,-1
train_1214_7,train_1214_7,data/masac_wav16k_clips/train 2/train_3/audios/train_1214_7.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,Monisha tumhare phate hue kurte mein aur rosesh Mein Thoda Fark Hai.,SAHIL,SAHIL,True,fillers,2,True,1,False,,,0,,,train_1214,SAHIL,-1,12,train_1214,0.5,mid_l2,male,,unknown,unknown,-1
train_994_0,train_994_0,data/masac_wav16k_clips/train 2/train_3/audios/train_994_0.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,maya ye details puch rahe hain chaliye aap chaliye,INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,True,1,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_994,INDRAVARDHAN,I,9,train_994,0.1666666666666666,low_l2,male,,unknown,unknown,-1
train_1330_3,train_1330_3,data/masac_wav16k_clips/train 2/train_3/audios/train_1330_3.wav,0.0,-1.0,KISMI,CS,code_switched,Aaila! Tum 1 hafte se band ghadi pehen rahi ho?,KISMI,KISMI,True,fillers,3,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1330,KISMI,-1,10,train_1330,1.0,high_l2,female,,unknown,unknown,i
train_1196_1,train_1196_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1196_1.wav,0.0,-1.0,ROSESH,CS,code_switched,bhabhi khaane ka photo frame se kya taluk,ROSESH,ROSESH,True,connectors,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1196,ROSESH,I,8,train_1196,1.0,high_l2,male,,unknown,unknown,-1
train_969_0,train_969_0,data/masac_wav16k_clips/train 2/train_3/audios/train_969_0.wav,0.0,-1.0,MONISHA,HI,monolingual_HI,Patni ka dharam hota hai ki vo jindagi bhar apne pati ki seva karti rahe.,MONISHA,MONISHA,True,fillers,2,False,0,False,,,0,,,train_969,MONISHA,-1,15,train_969,0.5,mid_l2,female,,unknown,unknown,-1
train_1017_0,train_1017_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1017_0.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,"hello..bhai mein indravardhan sarabhai the great bol raha hoon. arey bhai ek khabar hai, wo mera beta hai na sahil, wo phir se ghar chhod ke bhaag gaya hai. haan sab log bohot tension mein hai yaar. isliye phone bhi toh nahi kiya na. hai na monisha?",INDRAVARDHAN,INDRAVARDHAN,True,fillers,6,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,17,alternational,L2→L1,train_1017,INDRAVARDHAN,I,47,train_1017,1.0,high_l2,male,,unknown,unknown,-1
train_989_5,train_989_5,data/masac_wav16k_clips/train 2/train_3/audios/train_989_5.wav,0.0,-1.0,MAYA,CS,code_switched,"Iinfact, Monisha aur chuha diwali pe ek dusare ko gifts dete honge acche padosi ki tarah.",MAYA,MAYA,True,fillers,4,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_989,MAYA,I,16,train_989,1.0,high_l2,female,,unknown,unknown,i
train_996_2,train_996_2,data/masac_wav16k_clips/train 2/train_3/audios/train_996_2.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,Babul unke naukar ka naam hai!,INDRAVARDHAN,INDRAVARDHAN,False,,0,False,0,False,,,0,,,train_996,INDRAVARDHAN,-1,6,train_996,0.5,mid_l2,male,,unknown,unknown,-1
train_908_1,train_908_1,data/masac_wav16k_clips/train 2/train_3/audios/train_908_1.wav,0.0,-1.0,SAHIL,HI,monolingual_HI,Kaisi?,SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_908,SAHIL,-1,1,train_908,0.75,high_l2,male,,unknown,unknown,-1
train_1268_3,train_1268_3,data/masac_wav16k_clips/train 2/train_3/audios/train_1268_3.wav,0.0,-1.0,SARUPA,CS,code_switched,"And one more thing, use stomach infection ho gaya hai.",SARUPA,SARUPA,True,connectors,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_1268,SARUPA,I,10,train_1268,0.8,high_l2,female,,unknown,unknown,a
train_1015_2,train_1015_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1015_2.wav,0.0,-1.0,MAYA,CS,code_switched,Ila ben!,MAYA,MAYA,False,,0,False,0,False,HI→EN,HI→EN,1,insertional,L1→L2,train_1015,MAYA,-1,2,train_1015,0.6666666666666666,high_l2,female,,unknown,unknown,i
train_1033_1,train_1033_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1033_1.wav,0.0,-1.0,DUSHYANT,CS,code_switched,god for this . battery wala Pankha sath mein Le Jana. Kyunki vahan per Urmila wale company ka Pankha hai Jo I will explain Roses ki dusri per Aise karo O Sahil please attention here later later,DUSHYANT,DUSHYANT,True,fillers,3,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",EN→HI,14,alternational,L2→L1,train_1033,DUSHYANT,"I, A",37,train_1033,1.0,high_l2,male,,unknown,unknown,i
train_970_1,train_970_1,data/masac_wav16k_clips/train 2/train_3/audios/train_970_1.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,Par kisi aur ka sweet heart! Bigada hua mixer grinder! Haha! Kyu ki Maya ka sweet heart sirf mai hu!,INDRAVARDHAN,INDRAVARDHAN,True,fillers,6,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,7,alternational,L1→L2,train_970,INDRAVARDHAN,I,20,train_970,1.0,high_l2,male,,unknown,unknown,-1
train_1028_2,train_1028_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1028_2.wav,0.0,-1.0,MONISHA,CS,code_switched,Rosesh bhaaiya ki biwi aisi nahi ho sakti! Aap jara alter kar ke deejiye na!,MONISHA,MONISHA,True,fillers,4,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,5,alternational,L1→L2,train_1028,MONISHA,I,15,train_1028,1.0,high_l2,female,,unknown,unknown,-1
train_1293_5,train_1293_5,data/masac_wav16k_clips/train 2/train_3/audios/train_1293_5.wav,0.0,-1.0,MAYA,CS,code_switched,ab itna time ho geya hain ki chuho Monisha ko kiraye de rahe honge.,MAYA,MAYA,True,fillers,4,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_1293,MAYA,-1,14,train_1293,0.75,high_l2,female,,unknown,unknown,i
train_1273_0,train_1273_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1273_0.wav,0.0,-1.0,ROSESH,CS,code_switched,"""Gu gu gu gu:…hahaha! Aise kavita likhte the Dad!?",ROSESH,ROSESH,True,fillers,1,True,1,False,"EN→HI,HI→EN",EN→HI,2,insertional,L2→L1,train_1273,ROSESH,I,9,train_1273,1.0,high_l2,male,,unknown,unknown,-1
train_1203_9,train_1203_9,data/masac_wav16k_clips/train 2/train_3/audios/train_1203_9.wav,0.0,-1.0,ROSESH,CS,code_switched,Aap ko shock laga!?,ROSESH,ROSESH,False,,0,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1203,ROSESH,I,4,train_1203,0.6111111111111112,mid_l2,male,,unknown,unknown,-1
train_1236_0,train_1236_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1236_0.wav,0.0,-1.0,BABU,CS,code_switched,Ab mai jau? meri payment kar dijiye please.,BABU,BABU,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1236,BABU,I,8,train_1236,1.0,high_l2,male,,unknown,unknown,i
train_1172_0,train_1172_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1172_0.wav,0.0,-1.0,MONISHA,CS,code_switched,Mehamaan bhagavaan ka roop hota hai daddy ji!,MONISHA,MONISHA,True,fillers,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1172,MONISHA,I,8,train_1172,1.0,high_l2,female,,unknown,unknown,-1
train_1056_4,train_1056_4,data/masac_wav16k_clips/train 2/train_3/audios/train_1056_4.wav,0.0,-1.0,ROSESH,EN,monolingual_EN,will you cut it out,ROSESH,ROSESH,False,,0,False,0,False,,,0,,,train_1056,ROSESH,-1,5,train_1056,0.8,high_l2,male,,unknown,unknown,-1
train_1013_4,train_1013_4,data/masac_wav16k_clips/train 2/train_3/audios/train_1013_4.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,"chup, apni shakal dekhi hai tune",INDRAVARDHAN,INDRAVARDHAN,False,,0,False,0,False,,,0,,,train_1013,INDRAVARDHAN,-1,6,train_1013,0.3333333333333333,mid_l2,male,,unknown,unknown,-1
train_972_3,train_972_3,data/masac_wav16k_clips/train 2/train_3/audios/train_972_3.wav,0.0,-1.0,MAYA,HI,monolingual_HI,"Jab Sahil ne vo ghatiya, sadak chaap gaana dobara gaya. Kaunsa vala tha vo beta?",MAYA,MAYA,True,fillers,2,False,0,False,,,0,,,train_972,MAYA,-1,15,train_972,0.3333333333333333,mid_l2,female,,unknown,unknown,i
train_1234_2,train_1234_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1234_2.wav,0.0,-1.0,MAYA,CS,code_switched,"And you know Monisha, t-shirts ko jersey kehati hai, I love Mumbai ka t-shirt kareedati hai, same t-shirt 3 colour mein.",MAYA,MAYA,True,fillers,3,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,9,alternational,L2→L1,train_1234,MAYA,I,21,train_1234,1.0,high_l2,female,,unknown,unknown,i
train_1156_1,train_1156_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1156_1.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,arey kuch nhi hoga bhyi. tumse sirf tail light hi tuti hai na?,INDRAVARDHAN,INDRAVARDHAN,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1156,INDRAVARDHAN,I,13,train_1156,1.0,high_l2,male,,unknown,unknown,-1
train_1092_0,train_1092_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1092_0.wav,0.0,-1.0,MONISHA,CS,code_switched,"Nahi nahi Mummyji, isse bhi acchi khabar hain! Jugalkishore hain na mera cousin brother",MONISHA,MONISHA,True,fillers,4,True,2,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1092,MONISHA,I,14,train_1092,1.0,high_l2,female,,unknown,unknown,-1
train_1135_2,train_1135_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1135_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,wo gadi ko scratch pad jaega ya nhi ye to me nhi janta lekin agar tumse pehle maya ne gadi chala li na to tumhare atmasamman pe bohot bada scratch pad jaega.,INDRAVARDHAN,INDRAVARDHAN,True,fillers,5,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,12,alternational,L1→L2,train_1135,INDRAVARDHAN,I,32,train_1135,1.0,high_l2,male,,unknown,unknown,-1
train_1095_1,train_1095_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1095_1.wav,0.0,-1.0,PRATIBHA,CS,code_switched,"Kya bai? Abhi saree or blouse pehena hai, itni patli awaz hai to bai nhi to or kya ho sakti hai?",PRATIBHA,PRATIBHA,True,fillers,2,True,1,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,8,alternational,L1→L2,train_1095,PRATIBHA,-1,21,train_1095,1.0,high_l2,female,,unknown,unknown,-1
train_953_1,train_953_1,data/masac_wav16k_clips/train 2/train_3/audios/train_953_1.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,Sahil?,INDRAVARDHAN,INDRAVARDHAN,True,fillers,1,False,0,False,,,0,,,train_953,INDRAVARDHAN,-1,1,train_953,0.75,high_l2,male,,unknown,unknown,-1
train_1151_0,train_1151_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1151_0.wav,0.0,-1.0,MAYA,HI,monolingual_HI,Ye dekho...,MAYA,MAYA,False,,0,False,0,False,,,0,,,train_1151,MAYA,-1,2,train_1151,0.4,mid_l2,female,,unknown,unknown,i
train_930_2,train_930_2,data/masac_wav16k_clips/train 2/train_3/audios/train_930_2.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,Kya!,INDRAVARDHAN,INDRAVARDHAN,True,connectors,1,False,0,False,,,0,,,train_930,INDRAVARDHAN,-1,1,train_930,0.75,high_l2,male,,unknown,unknown,-1
train_975_2,train_975_2,data/masac_wav16k_clips/train 2/train_3/audios/train_975_2.wav,0.0,-1.0,ROSESH,CS,code_switched,Fir bhi aap ko unse pyaar ho gaya Momma!?,ROSESH,ROSESH,True,connectors,1,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_975,ROSESH,-1,9,train_975,1.0,high_l2,male,,unknown,unknown,-1
train_1068_1,train_1068_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1068_1.wav,0.0,-1.0,ROSESH,CS,code_switched,nashe mein aadmi sach hi bolta hai dad,ROSESH,ROSESH,False,,0,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1068,ROSESH,I,8,train_1068,0.5,mid_l2,male,,unknown,unknown,-1
train_1289_1,train_1289_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1289_1.wav,0.0,-1.0,SAHIL,CS,code_switched,Humari tijori me se gudd ka dibba mila hain mom.,SAHIL,SAHIL,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1289,SAHIL,I,10,train_1289,1.0,high_l2,male,,unknown,unknown,-1
train_1308_0,train_1308_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1308_0.wav,0.0,-1.0,ROSESH,CS,code_switched,Agale natak Mein mein Hathi ka role play kar raha hun na,ROSESH,ROSESH,True,fillers,1,True,1,False,"HI→EN,EN→HI,HI→EN",HI→EN,3,alternational,L1→L2,train_1308,ROSESH,I,12,train_1308,0.8333333333333334,high_l2,male,,unknown,unknown,-1
train_1014_5,train_1014_5,data/masac_wav16k_clips/train 2/train_3/audios/train_1014_5.wav,0.0,-1.0,MAYA,CS,code_switched,Oh gosh! Pata nahi kaisi ladaki hogi! Koi middle class ladaki na ho to achchha hai.,MAYA,MAYA,True,fillers,2,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,5,alternational,L2→L1,train_1014,MAYA,I,16,train_1014,0.8571428571428571,high_l2,female,,unknown,unknown,i
train_1116_2,train_1116_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1116_2.wav,0.0,-1.0,MAYA,CS,code_switched,"Manisha sunn rahi ho na.. Kyunki iss tarah rona dhona, shor machaana in the corridor, is very middle class! Chalo tum...",MAYA,MAYA,True,fillers,4,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,4,alternational,L1→L2,train_1116,MAYA,A,21,train_1116,1.0,high_l2,female,,unknown,unknown,i
train_1269_4,train_1269_4,data/masac_wav16k_clips/train 2/train_3/audios/train_1269_4.wav,0.0,-1.0,INDRAVARDHAN,HI,monolingual_HI,"Monisha ke haat ke banaae hue aalo paraathe, jo vaise bhi khaane layak nahi hote.",INDRAVARDHAN,INDRAVARDHAN,True,fillers,3,True,1,False,,,0,,,train_1269,INDRAVARDHAN,-1,15,train_1269,0.8,high_l2,male,,unknown,unknown,-1
train_1077_6,train_1077_6,data/masac_wav16k_clips/train 2/train_3/audios/train_1077_6.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,Tumne banaya hai ya...,INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,False,0,False,HI→EN,HI→EN,1,insertional,L1→L2,train_1077,INDRAVARDHAN,-1,4,train_1077,0.625,mid_l2,male,,unknown,unknown,-1
train_1175_1,train_1175_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1175_1.wav,0.0,-1.0,MAYA,CS,code_switched,Indu mujhe dengue Nahin Hui,MAYA,MAYA,True,fillers,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1175,MAYA,-1,5,train_1175,1.0,high_l2,female,,unknown,unknown,i
train_1188_1,train_1188_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1188_1.wav,0.0,-1.0,MONISHA,CS,code_switched,"Vo Mr Singh ki pagadi clean dikhai di, to maine socha nikaal lo kheer.",MONISHA,MONISHA,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,8,alternational,L1→L2,train_1188,MONISHA,I,14,train_1188,1.0,high_l2,female,,unknown,unknown,-1
train_932_0,train_932_0,data/masac_wav16k_clips/train 2/train_3/audios/train_932_0.wav,0.0,-1.0,SAHIL,CS,code_switched,cut it out dad aur Monisha Hamen Kg ke bacche Ke Samne yah speech Nahin padni hai .alright? Tu Thodi mature speech likho,SAHIL,SAHIL,True,fillers,3,True,1,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,9,alternational,L2→L1,train_932,SAHIL,"A, I",23,train_932,0.6666666666666666,high_l2,male,,unknown,unknown,-1
train_977_0,train_977_0,data/masac_wav16k_clips/train 2/train_3/audios/train_977_0.wav,0.0,-1.0,MAYA,CS,code_switched,Tumne ye vegetables saabun ke paani mein dhoye hai!?,MAYA,MAYA,True,fillers,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_977,MAYA,I,9,train_977,1.0,high_l2,female,,unknown,unknown,i
train_914_3,train_914_3,data/masac_wav16k_clips/train 2/train_3/audios/train_914_3.wav,0.0,-1.0,MAYA,CS,code_switched,Phir se bolo ye! Phir se bolo please!,MAYA,MAYA,True,connectors,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,5,alternational,L1→L2,train_914,MAYA,O,8,train_914,0.75,high_l2,female,,unknown,unknown,i
train_951_3,train_951_3,data/masac_wav16k_clips/train 2/train_3/audios/train_951_3.wav,0.0,-1.0,MAYA,CS,code_switched,"Haan, aray, vo brown si cheez rakhi huai thi na, jise dekh ke tumne kaha tha, ""Wow choclate cake!"", vo uttapam tha.",MAYA,MAYA,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,8,alternational,L1→L2,train_951,MAYA,I,22,train_951,0.6666666666666666,high_l2,female,,unknown,unknown,i
train_1274_1,train_1274_1,data/masac_wav16k_clips/train 2/train_3/audios/train_1274_1.wav,0.0,-1.0,ROSESH,CS,code_switched,"Monisha bhabhi! Sahil bhai 4th floor wali Mrs. Wardiya hai na, unhone apne bahu ko 4 ande mare!",ROSESH,ROSESH,True,fillers,2,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,6,alternational,L1→L2,train_1274,ROSESH,I,18,train_1274,1.0,high_l2,male,,unknown,unknown,-1
train_1252_2,train_1252_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1252_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,Han han Hath Mein gadha Tu Ki per Bhainsa nahin tha. Chal kar Aaye The,INDRAVARDHAN,INDRAVARDHAN,True,fillers,3,True,1,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",HI→EN,5,alternational,L1→L2,train_1252,INDRAVARDHAN,-1,15,train_1252,1.0,high_l2,male,,unknown,unknown,-1
train_1217_2,train_1217_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1217_2.wav,0.0,-1.0,MONISHA,CS,code_switched,"arey wahin, writing pad hai.",MONISHA,MONISHA,True,fillers,1,False,0,False,"HI→EN,EN→HI",HI→EN,2,insertional,L1→L2,train_1217,MONISHA,I,5,train_1217,1.0,high_l2,female,,unknown,unknown,-1
train_1071_0,train_1071_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1071_0.wav,0.0,-1.0,MONISHA,CS,code_switched,Haan Patiala mein bhi wo hameshsa Juye mein jiitte the. Ek baar to usse adhe game chorke jaana pada nahi to wo 10000 rupayee jeet jate.,MONISHA,MONISHA,True,fillers,1,False,0,False,"HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",HI→EN,12,alternational,L1→L2,train_1071,MONISHA,-1,26,train_1071,1.0,high_l2,female,,unknown,unknown,-1
train_1193_2,train_1193_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1193_2.wav,0.0,-1.0,INDRAVARDHAN,CS,code_switched,maker Woh China ki 3 ticket book han 2 return one single,INDRAVARDHAN,INDRAVARDHAN,True,fillers,2,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,9,alternational,L2→L1,train_1193,INDRAVARDHAN,I,12,train_1193,1.0,high_l2,male,,unknown,unknown,-1
train_1155_4,train_1155_4,data/masac_wav16k_clips/train 2/train_3/audios/train_1155_4.wav,0.0,-1.0,SAHIL,EN,monolingual_EN,"Rosesh, mai...",SAHIL,SAHIL,False,,0,False,0,False,,,0,,,train_1155,SAHIL,-1,2,train_1155,1.0,high_l2,male,,unknown,unknown,-1
train_1034_0,train_1034_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1034_0.wav,0.0,-1.0,BALDEV,CS,code_switched,Ye aap ke liye gift.,BALDEV,BALDEV,False,,0,False,0,False,HI→EN,HI→EN,1,insertional,L1→L2,train_1034,BALDEV,I,5,train_1034,1.0,high_l2,male,,unknown,unknown,-1
train_1191_0,train_1191_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1191_0.wav,0.0,-1.0,MAYA,CS,code_switched,Good morning Sahil.,MAYA,MAYA,True,fillers,1,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_1191,MAYA,-1,3,train_1191,1.0,high_l2,female,,unknown,unknown,i
train_948_2,train_948_2,data/masac_wav16k_clips/train 2/train_3/audios/train_948_2.wav,0.0,-1.0,VITTHAL,HI,monolingual_HI,Achcha sau de dijiye bas.,VITTHAL,VITTHAL,False,,0,False,0,False,,,0,,,train_948,VITTHAL,-1,5,train_948,0.0,low_l2,male,,unknown,unknown,-1
train_1036_2,train_1036_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1036_2.wav,0.0,-1.0,SAHIL,CS,code_switched,"Hehehe. I'll have to go cheeku beta, varana kya hoga ki dono mein se ek ko to mujhe vote dena padega!",SAHIL,SAHIL,True,fillers,3,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI",EN→HI,5,alternational,L2→L1,train_1036,SAHIL,A,21,train_1036,0.6,mid_l2,male,,unknown,unknown,-1
train_1335_0,train_1335_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1335_0.wav,0.0,-1.0,MAYA,CS,code_switched,infact baa to humare sath honeymoon pe bhi chalne wali thi.,MAYA,MAYA,True,fillers,1,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_1335,MAYA,I,11,train_1335,1.0,high_l2,female,,unknown,unknown,i
train_1272_7,train_1272_7,data/masac_wav16k_clips/train 2/train_3/audios/train_1272_7.wav,0.0,-1.0,MAYA,CS,code_switched,"Yeah you, aap jara dekhiye, 7 saal ke baad humaare ghar mein koi murder hone vaala hai ki nahi, jara dekhiye! Jaroor hoga, check karo!",MAYA,MAYA,True,fillers,4,False,0,False,"EN→HI,HI→EN,EN→HI",EN→HI,3,alternational,L2→L1,train_1272,MAYA,I,25,train_1272,0.875,high_l2,female,,unknown,unknown,i
train_1228_0,train_1228_0,data/masac_wav16k_clips/train 2/train_3/audios/train_1228_0.wav,0.0,-1.0,ROSESH,CS,code_switched,"Dad, police se yaad aya, abhi radio FM pe news flash aya tha, ki MH 02 AK 9872...",ROSESH,ROSESH,True,connectors,2,False,0,False,"EN→HI,HI→EN,EN→HI,HI→EN,EN→HI,HI→EN",EN→HI,6,alternational,L2→L1,train_1228,ROSESH,I,18,train_1228,0.8333333333333334,high_l2,male,,unknown,unknown,-1
train_1337_2,train_1337_2,data/masac_wav16k_clips/train 2/train_3/audios/train_1337_2.wav,0.0,-1.0,RADHABAI,CS,code_switched,Chinese wada paav!,RADHABAI,RADHABAI,False,,0,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_1337,RADHABAI,-1,3,train_1337,0.3333333333333333,mid_l2,female,,unknown,unknown,i
train_993_1,train_993_1,data/masac_wav16k_clips/train 2/train_3/audios/train_993_1.wav,0.0,-1.0,SAHIL,CS,code_switched,Mom chamach maangne mein kya burayi hain!,SAHIL,SAHIL,True,connectors,1,False,0,False,EN→HI,EN→HI,1,insertional,L2→L1,train_993,SAHIL,-1,7,train_993,1.0,high_l2,male,,unknown,unknown,-1
