,name,Transcript,English Translation,LID_tags,Language,Type of code-switching
4000,train_989_5.wav,"Iinfact, Monisha aur chuha diwali pe ek dusare ko gifts dete honge acche padosi ki tarah.","In fact, Monisha and Chuha would be giving gifts to each other on Diwali like good neighbours.","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4001,train_996_2.wav,Babul unke naukar ka naam hai!,Babul is the name of their servant!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4002,train_908_1.wav,Kaisi?,How?,"['HI', 'OTHER']",HI,-1
4003,train_1268_3.wav,"And one more thing, use stomach infection ho gaya hai.","And one more thing, he has got stomach infection.","['EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
4004,train_1015_2.wav,Ila ben!,Ila ben!,"['HI', 'EN', 'OTHER']",CSW,-1
4005,train_1033_1.wav,god for this . battery wala Pankha sath mein Le Jana. Kyunki vahan per Urmila wale company ka Pankha hai Jo I will explain Roses ki dusri per Aise karo O Sahil please attention here later later,God for this. The battery fan is with me in Le Jana. Because on the vehicle Urmila is a fan of that company which I will explain Roses ki dusri for Aise Karo O Sahil please attention here later,"['EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN']",CSW,"I, A"
4006,train_970_1.wav,Par kisi aur ka sweet heart! Bigada hua mixer grinder! Haha! Kyu ki Maya ka sweet heart sirf mai hu!,But someone else's sweet heart! Spoiled mixer grinder! ! Because only May is Maya's sweet heart!,"['HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4007,train_1028_2.wav,Rosesh bhaaiya ki biwi aisi nahi ho sakti! Aap jara alter kar ke deejiye na!,Rosesh bhaiya's wife cannot be like this! Please alter it a bit!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4008,train_1293_5.wav,ab itna time ho geya hain ki chuho Monisha ko kiraye de rahe honge.,Now so much time has passed that the rats would be paying rent to Manisha.,"['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1
4009,train_1273_0.wav,"""Gu gu gu gu:…hahaha! Aise kavita likhte the Dad!?","""Gu gu gu gu:…hahaha!Dad used to write poetry like this!?","['OTHER', 'EN', 'EN', 'EN', 'OTHER', 'OTHER', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER']",CSW,I
4010,train_1203_9.wav,Aap ko shock laga!?,You were shocked!?,"['HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I
4011,train_1236_0.wav,Ab mai jau? meri payment kar dijiye please.,should I go now? Please make my payment.,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4012,train_1172_0.wav,Mehamaan bhagavaan ka roop hota hai daddy ji!,"The guest is the form of God, daddy!","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I
4013,train_1056_4.wav,will you cut it out,will you cut it out,"['EN', 'EN', 'EN', 'EN', 'EN']",EN,-1
4014,train_1013_4.wav,"chup, apni shakal dekhi hai tune","Hush, have you seen your face?","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1
4015,train_972_3.wav,"Jab Sahil ne vo ghatiya, sadak chaap gaana dobara gaya. Kaunsa vala tha vo beta?",When Sahil did that bad song Sadak Chaap again. Which one was that son?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4016,train_1234_2.wav,"And you know Monisha, t-shirts ko jersey kehati hai, I love Mumbai ka t-shirt kareedati hai, same t-shirt 3 colour mein.","And You Know Monisha calls T-shirts as jersey, she buys T-shirts from I Love Mumbai, all T-shirts are in 3 colours.","['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'OTHER']",CSW,I
4017,train_1156_1.wav,arey kuch nhi hoga bhyi. tumse sirf tail light hi tuti hai na?,"Hey, nothing will happen. Only the tail light is broken with you, isn't it?","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4018,train_1092_0.wav,"Nahi nahi Mummyji, isse bhi acchi khabar hain! Jugalkishore hain na mera cousin brother","No no Mummyji, there is even better news than this! Jugalkishore is my cousin brother","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN']",CSW,I
4019,train_1135_2.wav,wo gadi ko scratch pad jaega ya nhi ye to me nhi janta lekin agar tumse pehle maya ne gadi chala li na to tumhare atmasamman pe bohot bada scratch pad jaega.,"I don't know whether that car will get scratched or not, but if Maya drives the car before you, then your self-respect will be badly scratched.","['HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
4020,train_1095_1.wav,"Kya bai? Abhi saree or blouse pehena hai, itni patli awaz hai to bai nhi to or kya ho sakti hai?","what lady? Right now she is wearing a saree and blouse, if her voice is so thin, then if not a lady then what else could it be?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1
4021,train_953_1.wav,Sahil?,Sahil?,"['HI', 'OTHER']",HI,-1
4022,train_1151_0.wav,Ye dekho...,See this...,"['HI', 'HI', 'OTHER']",HI,-1
4023,train_930_2.wav,Kya!,What!,"['HI', 'OTHER']",HI,-1
4024,train_975_2.wav,Fir bhi aap ko unse pyaar ho gaya Momma!?,Still you fell in love with him mother!?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,-1
4025,train_1068_1.wav,nashe mein aadmi sach hi bolta hai dad,"A drunk man speaks the truth, Dad.","['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN']",CSW,I
4026,train_1289_1.wav,Humari tijori me se gudd ka dibba mila hain mom.,"Mother, we found a box of jaggery in our safe.","['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4027,train_1308_0.wav,Agale natak Mein mein Hathi ka role play kar raha hun na,"I am playing the role of an elephant in the next play, right?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN']",CSW,I
4028,train_1014_5.wav,Oh gosh! Pata nahi kaisi ladaki hogi! Koi middle class ladaki na ho to achchha hai.,Oh gosh! Don't know what kind of girl she will be! It is better if she is not a middle class girl.,"['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
4029,train_1116_2.wav,"Manisha sunn rahi ho na.. Kyunki iss tarah rona dhona, shor machaana in the corridor, is very middle class! Chalo tum...","Manisha, you must have been numb, right? Because crying and making noise like this was in the corridor, is very middle class! Come on you...","['HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,A
4030,train_1269_4.wav,"Monisha ke haat ke banaae hue aalo paraathe, jo vaise bhi khaane layak nahi hote.","Aloo parathas made by Monisha's hands, which are not fit to eat anyway.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4031,train_1077_6.wav,Tumne banaya hai ya...,Have you made it or...,"['HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
4032,train_1175_1.wav,Indu mujhe dengue Nahin Hui,indu i don't have dengue,"['HI', 'HI', 'EN', 'HI', 'HI']",CSW,-1
4033,train_1188_1.wav,"Vo Mr Singh ki pagadi clean dikhai di, to maine socha nikaal lo kheer.","That Mar Singh's turban appeared clean, so I thought take out the kheer.","['HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I
4034,train_932_0.wav,cut it out dad aur Monisha Hamen Kg ke bacche Ke Samne yah speech Nahin padni hai .alright? Tu Thodi mature speech likho,CUT OUT DAD AND MONISHA We don't have to make this speech in front of the Kang's kid. Okay? write a mature speech,"['EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI']",CSW,"A, I"
4035,train_977_0.wav,Tumne ye vegetables saabun ke paani mein dhoye hai!?,Have you washed these vegetables in soap water?,"['HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4036,train_914_3.wav,Phir se bolo ye! Phir se bolo please!,Say it again! Say it again please!,"['HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,O
4037,train_951_3.wav,"Haan, aray, vo brown si cheez rakhi huai thi na, jise dekh ke tumne kaha tha, ""Wow choclate cake!"", vo uttapam tha.","Yes, hey, that brown thing was kept there, after seeing which you said, ""Wow chocolate cake!"", that was Uttapam.","['HI', 'OTHER', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'OTHER', 'HI', 'EN', 'OTHER', 'OTHER', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4038,train_1274_1.wav,"Monisha bhabhi! Sahil bhai 4th floor wali Mrs. Wardiya hai na, unhone apne bahu ko 4 ande mare!","Monisha Bhabhi! Sahil bhai the 4th floor's Mrs. Wardiya, she gave 4 eggs to his daughter-in-law!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4039,train_1252_2.wav,Han han Hath Mein gadha Tu Ki per Bhainsa nahin tha. Chal kar Aaye The,"Yes yes, the thick leg in your hand was not that of a buffalo. had come walking","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN']",CSW,-1
4040,train_1217_2.wav,"arey wahin, writing pad hai.","Oh right there, there's the writing pad.","['HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'OTHER']",CSW,I
4041,train_1071_0.wav,Haan Patiala mein bhi wo hameshsa Juye mein jiitte the. Ek baar to usse adhe game chorke jaana pada nahi to wo 10000 rupayee jeet jate.,"Yes, even in Patiala he always won in gambling. Once he had to steal half the game from him otherwise he would have won Rs 10,000.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
4042,train_1193_2.wav,maker Woh China ki 3 ticket book han 2 return one single,Maker she booked 3 tickets to China yes 2 return one single,"['EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI']",CSW,I
4043,train_1155_4.wav,"Rosesh, mai...","Rosesh, I...","['EN', 'OTHER', 'EN', 'OTHER']",EN,-1
4044,train_1034_0.wav,Ye aap ke liye gift.,This is a gift for you.,"['HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4045,train_1191_0.wav,Good morning Sahil.,Good morning Sahil.,"['EN', 'EN', 'HI', 'OTHER']",CSW,-1
4046,train_948_2.wav,Achcha sau de dijiye bas.,"Okay, just give me a hundred.","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4047,train_1036_2.wav,"Hehehe. I'll have to go cheeku beta, varana kya hoga ki dono mein se ek ko to mujhe vote dena padega!","Hehehe. Well, you have to go cheeky son, otherwise what will happen is that I will have to vote for one of the two!","['EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,A
4048,train_1335_0.wav,infact baa to humare sath honeymoon pe bhi chalne wali thi.,"In fact, she was also going to accompany us on our honeymoon.","['EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4049,train_1272_7.wav,"Yeah you, aap jara dekhiye, 7 saal ke baad humaare ghar mein koi murder hone vaala hai ki nahi, jara dekhiye! Jaroor hoga, check karo!","Yeah you, you just see, after 7 years there is going to be no murder in our house or not, just see! It will definitely happen, check!","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I
4050,train_1228_0.wav,"Dad, police se yaad aya, abhi radio FM pe news flash aya tha, ki MH 02 AK 9872...","Dad, I remembered from the police, just now there was a news flash on the radio, that MH 02 AK 9872...","['EN', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I
4051,train_1337_2.wav,Chinese wada paav!,Chinese wada paav!,"['EN', 'HI', 'HI', 'OTHER']",CSW,-1
4052,train_993_1.wav,Mom chamach maangne mein kya burayi hain!,"Mother, what is the harm in asking for a spoon?","['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
4053,train_973_4.wav,"Of course, of course.","Of course, of course.","['EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1
4054,train_1290_0.wav,"ab dekhiye na, uss din bhukhar tha to bhi usne chai banane se inkar nhi kiya.","Now see, even though he was hungry that day, he did not refuse to make tea.","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
4055,train_1129_0.wav,"Indravardhan this is serious, if you dont mind. Radha bai tumhe malum hai na mujhe dust se allergy hai","Indravardhan This is serious, if you don't mind. Radha Bai, do you know that I am allergic to dust?","['HI', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI']",CSW,"A, I"
4056,train_993_0.wav,"Nahi agar tum nahi sunna cahati ho to mein chali jaati hoon yaha se. I have to tell you ki wo Mrs Samtaani ke champange party mein kya kiya. Usne doodh maanga. Wo bhi maasale wala. Aue jab saab loog ne cheers kaha to wo ne bola ""cheers ki kya jaroorat hain, sofa to hain na gham mein"" aur phir aapne ki joke mein hi zor zor se haasi. Aue jab aur koi ne haasa to wo ne joke saamjhaya. Ki Cheers chairs kursi. Aue phir ussi ne sabke saamne chamcha maanga. Chancha.","If you don't want to hear me then I will go from here. I have to tell you what they did in Mrs. Samtaani's champange party. He asked for milk. He also had spices. And when everyone said cheers, he said, ""Why do you need cheers, you don't have a sofa in the summer?"" and then laughed loudly at your joke. When someone else laughed, he joked. Ki Cheers chairs. And then he asked for a spoon in front of everyone. Chancha.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,"A, I"
4057,train_1129_1.wav,Tabhi to monisha memsahab ko yahan bethke hasne ko mana karti hun me.,That's why I forbid Monisha Madam Saheb to sit here and laugh.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
4058,train_973_5.wav,"Usake yaha 6:30 baje chocolate exhibition rakkha hai, to vaha, fir 8:30 baje cultural secretary ke saath cocktail dinner, and then back to the aamaran upavaas 9:30 baje, 11:30 baje tak ghar pohachungi mai.","We have a chocolate exhibition here at 6:30, go there, then cocktail dinner with the cultural secretary at 8:30, and then back to the Amaranth Upavaas at 9:30, and go home till 11:30.","['HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'OTHER', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4059,train_1055_0.wav,this is Troubling Indravardhan.i horrible terrible,this is Troubling Indravardhan.i horrible terrible,"['EN', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'EN']",CSW,-1
4060,train_1290_1.wav,"come on monisha, ab tumhe bhukhar hoga to chai to bana ke dega hi na wo.","Come on Monisha, now if you are hungry then he will at least make tea and give it to you.","['EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,A
4061,train_948_3.wav,vaise rishwat Dena Mujhe itna bhi Bura Nahin Lagta,"Well, I don't feel so bad about giving bribes.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1
4062,train_1228_1.wav,Aray! Ye to meri car ka number hai! Indu uncle!,Oho! This is my car number! Indu uncle!,"['EN', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'OTHER']",CSW,I
4063,train_1191_1.wav,Good morning mom.,Good morning mom.,"['EN', 'EN', 'EN', 'OTHER']",EN,-1
4064,train_1036_3.wav,"Aur mai vote jise nahi doonga, vo gala daba kar mera khoon karegi.","And whoever I don't vote for, she will strangle me to death.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,I
4065,train_1254_5.wav,"Samajh gaya. Ye le 500 rupaye, aur gaayab kar de!",got it. Take this 500 rupees and make it disappear!,"['HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
4066,train_1272_6.wav,Sindolin...,Sindolin...,"['EN', 'OTHER']",EN,-1
4067,train_1313_2.wav,"nhi monisha, abhi mere paas 2-3 ghante nhi hai sunne ko. Par tum apne aap revise karte rehna","No Monisha, I don't have 2-3 hours to listen right now. but you keep revising yourself","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I
4068,train_957_4.wav,You are so funny Indravardhan. Tum circus mein joker ka kaam kyu nahi karte? Haan!,You are so funny Indravardhan. Why don't you work as a clown in the circus? Yes!,"['EN', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,"A, I"
4069,train_1292_3.wav,"Monisha, ye 'Aisi change hai!' vaala change nahi hai, ye C-H-A-N-G-E vaala change hai, yaani badalna!","Monisha, this is 'such a change!' It is not a change, it is a change, that is, to change!","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'HI', 'OTHER', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I
4070,train_1034_1.wav,"How sweet of you, hawww!","How sweet of you, hawww!","['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1
4071,train_1071_1.wav,Unko adhi game chorke jaana kyu pada?,Why did he have to steal half the game?,"['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4072,train_1155_5.wav,Mai kal dopehar se hi anaath aashram chali jaaungi... Vaha dil behal jaayega... Unn anaath bachchhon ko lagega ki unhe maa mil gayi hai aur mujhe aisa lagela ki mai apane hi beton ke saath hu...,Tomorrow I will start going to the orphan ashram from noon… There the heart will be troubled… These orphan children will feel that they have found their mother and I will feel as if I am lying on the concrete…,"['HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1
4073,train_1217_3.wav,isme writing pad bhi hai,It also has a writing pad,"['HI', 'EN', 'HI', 'HI', 'HI']",CSW,I
4074,train_1193_3.wav,hi mama,hi mama,"['EN', 'HI']",CSW,-1
4075,train_1188_0.wav,"To kya, itni mehanat se banai hui kheer waste hone deti!?","So what, would you let the kheer made with so much effort go for nothing!?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I
4076,train_1274_0.wav,Ye kya hai!? Fashion designer Mandy ke kutte ne dobara shaadi ki rambo se!... Kya gossip chaapte rehate hai betuke!,what is this!? Fashion designer Mandy's dog marries Rambo again!... What absurd gossip they keep publishing!,"['HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4077,train_914_2.wav,"Umm, halanki, Monisha to sharam ke maare kareeb kareeb mar chuki hai...","Um, though, Monisha is almost dying of shame...","['EN', 'OTHER', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1
4078,train_951_2.wav,Monisha ne uttapam banaya tha?,Manisha had prepared Uttapam?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4079,train_1130_0.wav,Good morning Monisha.,Good morning Monisha.,"['EN', 'EN', 'EN', 'OTHER']",EN,-1
4080,train_932_1.wav,sach mein Mummy ji ke bare mein kya lagta hai Likh Du?,Should I really write what I think about mom?,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I
4081,train_1077_7.wav,"nhi daddy ji, mene nhi banaya. Wo me purandhare nursing home gyi thi na, bai se baat karne, to wahan mujhe apni dost mil gyi, anita jo ki admit thi. To wo apna khana kha nhi rhi thi to me uska khana utha ke le ayi.","No daddy ji, I made nothing. I went to Purandhare Nursing Home to talk to her, there I met my friend, Anita who admitted. So she didn't eat her food so she brought her food to me.","['HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I
4082,train_1175_0.wav,shhhh shhh hello blue cost Hospital please send ambulance immediately ji han write the address Sarabhai 10 Jewel Tower top floor.thak you,shhhh shhh hello blue cost Hospital please send ambulance immediately ji han write the address Sarabhai 10 Jewel Tower top floor.thak you,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'EN']",CSW,I
4083,train_1308_1.wav,Bacchon ka natak hai?,Is it a children's play?,"['HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1
4084,train_1014_4.wav,100 percent ladaki ka affair hai!,100% girl is having an affair!,"['EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I
